"","category","subcategory","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","resolution"
"hsa04550","Cellular Processes","Cellular community - eukaryotes","hsa04550","Signaling pathways regulating pluripotency of stem cells","4/177","143/8773",0.326517622541229,0.326517622541229,0.961162031936475,"1855/4893/5293/9869",4,1
"hsa04714","Organismal Systems","Environmental adaptation","hsa04714","Thermogenesis","6/177","232/8773",0.326825735805723,0.326825735805723,0.961162031936475,"8289/1376/148327/23028/2475/4893",6,1
"hsa04933","Human Diseases","Endocrine and metabolic disease","hsa04933","AGE-RAGE signaling pathway in diabetic complications","3/177","100/8773",0.328107182036516,0.328107182036516,0.961162031936475,"4893/5293/5590",3,1
"hsa04916","Organismal Systems","Endocrine system","hsa04916","Melanogenesis","3/177","101/8773",0.333654980753061,0.333654980753061,0.961162031936475,"148327/1855/4893",3,1
"hsa00670","Metabolism","Metabolism of cofactors and vitamins","hsa00670","One carbon pool by folate","1/177","20/8773",0.335076646005556,0.335076646005556,0.961162031936475,"4524",1,1
"hsa03015","Genetic Information Processing","Translation","hsa03015","mRNA surveillance pathway","3/177","103/8773",0.344745008735489,0.344745008735489,0.961162031936475,"23381/9887/23435",3,1
"hsa00532","Metabolism","Glycan biosynthesis and metabolism","hsa00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","1/177","21/8773",0.348522485564223,0.348522485564223,0.961162031936475,"126792",1,1
"hsa04330","Environmental Information Processing","Signal transduction","hsa04330","Notch signaling pathway","2/177","62/8773",0.356885959770743,0.356885959770743,0.961162031936475,"1855/4853",2,1
"hsa05217","Human Diseases","Cancer: specific types","hsa05217","Basal cell carcinoma","2/177","63/8773",0.364195037698357,0.364195037698357,0.961162031936475,"1855/8643",2,1
"hsa05022","Human Diseases","Neurodegenerative disease","hsa05022","Pathways of neurodegeneration - multiple diseases","11/177","476/8773",0.36547609865375,0.36547609865375,0.961162031936475,"22926/842/1855/2882/9927/2475/4893/65018/23435/84134/118424",11,1
"hsa04929","Organismal Systems","Endocrine system","hsa04929","GnRH secretion","2/177","64/8773",0.371472782498676,0.371472782498676,0.961162031936475,"4893/5293",2,1
"hsa04066","Environmental Information Processing","Signal transduction","hsa04066","HIF-1 signaling pathway","3/177","108/8773",0.37238737123575,0.37238737123575,0.961162031936475,"405/2475/5293",3,1
"hsa01240","Metabolism","Global and overview maps","hsa01240","Biosynthesis of cofactors","4/177","153/8773",0.372539078838573,0.372539078838573,0.961162031936475,"2058/80308/64802/7389",4,1
"hsa00515","Metabolism","Glycan biosynthesis and metabolism","hsa00515","Mannose type O-glycan biosynthesis","1/177","23/8773",0.374608396932452,0.374608396932452,0.961162031936475,"55624",1,1
"hsa04934","Human Diseases","Endocrine and metabolic disease","hsa04934","Cushing syndrome","4/177","155/8773",0.381737638549347,0.381737638549347,0.961162031936475,"405/148327/1855/5929",4,1
"hsa04218","Cellular Processes","Cell growth and death","hsa04218","Cellular senescence","4/177","156/8773",0.386332157802466,0.386332157802466,0.961162031936475,"286826/2475/4893/5293",4,1
"hsa00534","Metabolism","Glycan biosynthesis and metabolism","hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin","1/177","24/8773",0.387259175645932,0.387259175645932,0.961162031936475,"126792",1,1
"hsa04144","Cellular Processes","Transport and catabolism","hsa04144","Endocytosis","6/177","250/8773",0.391861455552469,0.391861455552469,0.961162031936475,"116983/55616/8394/5590/11311/9372",6,1
"hsa05203","Human Diseases","Cancer: overview","hsa05203","Viral carcinogenesis","5/177","204/8773",0.394215354234004,0.394215354234004,0.961162031936475,"148327/4893/5293/7188/23352",5,1
"hsa05160","Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","4/177","158/8773",0.39550872901382,0.39550872901382,0.961162031936475,"842/4893/5293/6041",4,1
"hsa04725","Organismal Systems","Nervous system","hsa04725","Cholinergic synapse","3/177","113/8773",0.399811408246211,0.399811408246211,0.961162031936475,"148327/4893/5293",3,1
"hsa04664","Organismal Systems","Immune system","hsa04664","Fc epsilon RI signaling pathway","2/177","68/8773",0.400237457738432,0.400237457738432,0.961162031936475,"4893/5293",2,1
"hsa04668","Environmental Information Processing","Signal transduction","hsa04668","TNF signaling pathway","3/177","114/8773",0.40525980663546,0.40525980663546,0.961162031936475,"148327/5293/7188",3,1
"hsa04928","Organismal Systems","Endocrine system","hsa04928","Parathyroid hormone synthesis, secretion and action","3/177","114/8773",0.40525980663546,0.40525980663546,0.961162031936475,"9826/148327/4209",3,1
"hsa04977","Organismal Systems","Digestive system","hsa04977","Vitamin digestion and absorption","1/177","26/8773",0.411802352659262,0.411802352659262,0.961162031936475,"25974",1,1
"hsa05161","Human Diseases","Infectious disease: viral","hsa05161","Hepatitis B","4/177","162/8773",0.413796072768018,0.413796072768018,0.961162031936475,"842/148327/4893/5293",4,1
"hsa00650","Metabolism","Carbohydrate metabolism","hsa00650","Butanoate metabolism","1/177","27/8773",0.423704831632545,0.423704831632545,0.961162031936475,"3155",1,1
"hsa01040","Metabolism","Lipid metabolism","hsa01040","Biosynthesis of unsaturated fatty acids","1/177","27/8773",0.423704831632545,0.423704831632545,0.961162031936475,"64834",1,1
"hsa05170","Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","5/177","212/8773",0.42630760799369,0.42630760799369,0.961162031936475,"842/2475/4893/5293/7188",5,1
"hsa04622","Organismal Systems","Immune system","hsa04622","RIG-I-like receptor signaling pathway","2/177","72/8773",0.428378081462274,0.428378081462274,0.961162031936475,"103/80143",2,1
"hsa05218","Human Diseases","Cancer: specific types","hsa05218","Melanoma","2/177","72/8773",0.428378081462274,0.428378081462274,0.961162031936475,"4893/5293",2,1
"hsa04722","Organismal Systems","Nervous system","hsa04722","Neurotrophin signaling pathway","3/177","119/8773",0.43227357590507,0.43227357590507,0.961162031936475,"4893/5293/6464",3,1
"hsa03040","Genetic Information Processing","Transcription","hsa03040","Spliceosome","5/177","217/8773",0.446215785565478,0.446215785565478,0.961162031936475,"10450/9129/10946/10262/9410",5,1
"hsa05164","Human Diseases","Infectious disease: viral","hsa05164","Influenza A","4/177","171/8773",0.454466126119346,0.454466126119346,0.961162031936475,"103/842/5293/6041",4,1
"hsa00630","Metabolism","Carbohydrate metabolism","hsa00630","Glyoxylate and dicarboxylate metabolism","1/177","30/8773",0.457994229532519,0.457994229532519,0.961162031936475,"81888",1,1
"hsa01523","Human Diseases","Drug resistance: antineoplastic","hsa01523","Antifolate resistance","1/177","30/8773",0.457994229532519,0.457994229532519,0.961162031936475,"4524",1,1
"hsa05100","Human Diseases","Infectious disease: bacterial","hsa05100","Bacterial invasion of epithelial cells","2/177","77/8773",0.462557864787882,0.462557864787882,0.961162031936475,"5293/6464",2,1
"hsa05166","Human Diseases","Infectious disease: viral","hsa05166","Human T-cell leukemia virus 1 infection","5/177","222/8773",0.465955405100353,0.465955405100353,0.961162031936475,"148327/200186/2005/4893/5293",5,1
"hsa00030","Metabolism","Carbohydrate metabolism","hsa00030","Pentose phosphate pathway","1/177","31/8773",0.468967010199652,0.468967010199652,0.961162031936475,"9563",1,1
"hsa00980","Metabolism","Xenobiotics biodegradation and metabolism","hsa00980","Metabolism of xenobiotics by cytochrome P450","2/177","78/8773",0.469251078884354,0.469251078884354,0.961162031936475,"8574/2948",2,1
"hsa00640","Metabolism","Carbohydrate metabolism","hsa00640","Propanoate metabolism","1/177","32/8773",0.479718879245026,0.479718879245026,0.961162031936475,"1629",1,1
"hsa04215","Cellular Processes","Cell growth and death","hsa04215","Apoptosis - multiple species","1/177","32/8773",0.479718879245026,0.479718879245026,0.961162031936475,"842",1,1
"hsa01210",NA,NA,"hsa01210","2-Oxocarboxylic acid metabolism","1/177","33/8773",0.490254259450224,0.490254259450224,0.961162031936475,"1629",1,1
"hsa04650","Organismal Systems","Immune system","hsa04650","Natural killer cell mediated cytotoxicity","3/177","132/8773",0.500200831818255,0.500200831818255,0.961162031936475,"4893/5293/6464",3,1
"hsa00051","Metabolism","Carbohydrate metabolism","hsa00051","Fructose and mannose metabolism","1/177","34/8773",0.500577485546026,0.500577485546026,0.961162031936475,"5208",1,1
"hsa03020","Genetic Information Processing","Transcription","hsa03020","RNA polymerase","1/177","34/8773",0.500577485546026,0.500577485546026,0.961162031936475,"10623",1,1
"hsa04623","Organismal Systems","Immune system","hsa04623","Cytosolic DNA-sensing pathway","2/177","83/8773",0.501960186157047,0.501960186157047,0.961162031936475,"103/10623",2,1
"hsa04621","Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","4/177","186/8773",0.520005014044393,0.520005014044393,0.961162031936475,"9927/5586/6041/7188",4,1
"hsa00500","Metabolism","Carbohydrate metabolism","hsa00500","Starch and sucrose metabolism","1/177","36/8773",0.520604384502746,0.520604384502746,0.961162031936475,"178",1,1
"hsa05135","Human Diseases","Infectious disease: bacterial","hsa05135","Yersinia infection","3/177","137/8773",0.525233749623794,0.525233749623794,0.961162031936475,"5293/8394/5586",3,1
"hsa05162","Human Diseases","Infectious disease: viral","hsa05162","Measles","3/177","138/8773",0.530158293839981,0.530158293839981,0.961162031936475,"103/842/5293",3,1
"hsa04960","Organismal Systems","Excretory system","hsa04960","Aldosterone-regulated sodium reabsorption","1/177","37/8773",0.530316302088074,0.530316302088074,0.961162031936475,"5293",1,1
"hsa05216","Human Diseases","Cancer: specific types","hsa05216","Thyroid cancer","1/177","37/8773",0.530316302088074,0.530316302088074,0.961162031936475,"4893",1,1
"hsa05418","Human Diseases","Cardiovascular disease","hsa05418","Fluid shear stress and atherosclerosis","3/177","139/8773",0.53505456625101,0.53505456625101,0.961162031936475,"2948/5293/5590",3,1
"hsa04512","Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","2/177","89/8773",0.539468967174873,0.539468967174873,0.961162031936475,"9900/7059",2,1
"hsa00760","Metabolism","Metabolism of cofactors and vitamins","hsa00760","Nicotinate and nicotinamide metabolism","1/177","38/8773",0.539832558330109,0.539832558330109,0.961162031936475,"64802",1,1
"hsa05340","Human Diseases","Immune disease","hsa05340","Primary immunodeficiency","1/177","38/8773",0.539832558330109,0.539832558330109,0.961162031936475,"5993",1,1
"hsa04062","Organismal Systems","Immune system","hsa04062","Chemokine signaling pathway","4/177","192/8773",0.545191538702465,0.545191538702465,0.961162031936475,"4893/5293/5590/6464",4,1
"hsa04662","Organismal Systems","Immune system","hsa04662","B cell receptor signaling pathway","2/177","90/8773",0.545529437493601,0.545529437493601,0.961162031936475,"4893/5293",2,1
"hsa05167","Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","4/177","194/8773",0.553436973378568,0.553436973378568,0.961162031936475,"842/2475/4893/5293",4,1
"hsa05017","Human Diseases","Neurodegenerative disease","hsa05017","Spinocerebellar ataxia","3/177","143/8773",0.554349885850998,0.554349885850998,0.961162031936475,"2475/115209/5293",3,1
"hsa00260","Metabolism","Amino acid metabolism","hsa00260","Glycine, serine and threonine metabolism","1/177","40/8773",0.558293688477651,0.558293688477651,0.961162031936475,"26227",1,1
"hsa05131","Human Diseases","Infectious disease: bacterial","hsa05131","Shigellosis","5/177","247/8773",0.560797590295878,0.560797590295878,0.961162031936475,"11146/2475/5293/64121/7188",5,1
"hsa05219","Human Diseases","Cancer: specific types","hsa05219","Bladder cancer","1/177","41/8773",0.567246169542515,0.567246169542515,0.961162031936475,"4893",1,1
"hsa00071","Metabolism","Lipid metabolism","hsa00071","Fatty acid degradation","1/177","43/8773",0.584613416521952,0.584613416521952,0.961162031936475,"1376",1,1
"hsa04510","Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","4/177","202/8773",0.585614531791622,0.585614531791622,0.961162031936475,"5293/8394/6464/7059",4,1
"hsa05205","Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","4/177","203/8773",0.589542640872311,0.589542640872311,0.961162031936475,"2475/4893/5293/6548",4,1
"hsa05415","Human Diseases","Cardiovascular disease","hsa05415","Diabetic cardiomyopathy","4/177","203/8773",0.589542640872311,0.589542640872311,0.961162031936475,"1376/2475/5293/5590",4,1
"hsa03410","Genetic Information Processing","Replication and repair","hsa03410","Base excision repair","1/177","44/8773",0.593035343815837,0.593035343815837,0.961162031936475,"4595",1,1
"hsa04962","Organismal Systems","Excretory system","hsa04962","Vasopressin-regulated water reabsorption","1/177","44/8773",0.593035343815837,0.593035343815837,0.961162031936475,"148327",1,1
